Date,Change...,y,atr,trueHigh,macd,signal,dn,up,chaikinAD,tdi,di,TRIX
2003-10-14,0.871839582,1,14.10093003,772.29,0.431236777,-0.335097496,-682.4514868,-777.7198465,25783390.95,-756.54,611.22,-0.000584451
2003-10-15,0.634034337,1,14.04157788,773.13,0.68065476,-0.131947045,-681.9409821,-778.8283512,25625485.8,-759.1,583.28,0.005635805
2003-10-16,-0.668646873,-1,14.38860804,776.97,1.003161508,0.095074666,-681.6271607,-779.4291726,26145204.8,-748.04,557.79,0.01522292
2003-10-17,0.002574102,1,14.45585032,783.08,1.143981824,0.304856098,-680.5264555,-781.6762112,25625964.8,-814.84,496.67,0.025957139
2003-10-20,-0.18495604,-1,14.34043244,777.97,1.332292285,0.510343335,-679.0969237,-785.0750763,25986389.03,-899.78,433.61,0.038263177
2003-10-21,0.530626964,1,14.18111584,785.02,1.499409933,0.708156655,-678.2169491,-791.5050509,26054876.15,-970.1,380.56,0.051784951
2003-10-22,0.083345087,1,13.94246471,784.14,1.605295271,0.887584378,-679.2721843,-796.9784823,26105127.06,-1045.8,327.28,0.065735599
2003-10-23,-1.914587825,-1,15.02657437,779.28,1.405528446,0.991173192,-680.9561165,-798.8465502,25864552.67,-1118.78,261.26,0.076624549
2003-10-24,-0.242660514,-1,15.10824763,759.55,1.170265507,1.026991655,-684.5756386,-799.3333614,25716754.09,-1194.04,194.02,0.084196989
2003-10-27,0.6215165,1,14.98908708,761.61,1.114095922,1.044412508,-690.0421942,-799.4564724,26129602.09,-1246.65,138.51,0.09062453
2003-10-28,-0.106353646,-1,15.54343801,782.31,1.201643907,1.075858788,-697.9019536,-799.407713,26320855.84,-1222.95,128.98,0.097570043
2003-10-29,1.579911267,1,15.71819243,793.35,1.300768403,1.120840711,-704.695298,-800.896702,25752929.84,-1266.39,95.53,0.105132129
2003-10-30,0.656696509,1,15.26689297,787.82,1.428105113,1.182293591,-713.9230722,-800.1682612,26036057.84,-1315.41,61.81,0.113590954
2003-10-31,0.255744713,1,15.18211491,789.46,1.473319817,1.240498837,-720.8680505,-800.0756162,26031930.17,-1316.3,55.07,0.121967694
2003-11-03,0.092029245,1,15.2041067,793.53,1.590512571,1.310501583,-726.3380847,-801.0822486,26378309.8,-1299.69,69.07,0.131073462
2003-11-04,1.068235769,1,14.9516705,802.66,1.705119009,1.389425068,-731.5928348,-802.9231652,26298810.76,-1171.27,157.19,0.14083498
2003-11-05,0.037685602,1,14.7558369,806.79,1.870818343,1.485703723,-737.8926893,-804.3359774,26776406.73,-1062.65,232.9,0.151792903
2003-11-06,0.547479237,1,15.26827712,811.97,1.819714212,1.552505821,-744.5872416,-804.2010917,26165663.73,-991.31,283.35,0.161403527
2003-11-07,0.827806187,1,15.18340018,804.05,1.90112068,1.622228793,-747.1626558,-806.4700109,26634756.73,-891.15,364.5,0.171244552
2003-11-10,-0.381817051,-1,15.1988716,804.05,1.866076863,1.670998407,-749.6419303,-807.9627363,26719244.34,-764.69,470.84,0.179967517
2003-11-11,-1.031937331,-1,15.15109505,796.56,1.727844043,1.682367534,-750.9236622,-808.6190045,26931366.89,-641.61,567.79,0.186452976
2003-11-12,0.144712289,1,14.94958827,798.33,1.68632927,1.683159881,-752.4731268,-809.8502066,27273673.29,-504.49,682.14,0.191934396
2003-11-13,1.19049114,1,15.08176053,813.11,1.803764309,1.707280767,-752.2694187,-813.9919146,27783980.29,-354.46,813.68,0.198290508
2003-11-14,-0.38986115,-1,14.76663478,818.34,1.841427946,1.734110203,-752.1872315,-817.9847685,27435084.53,-216.54,923.19,0.204566458
2003-11-17,-0.791465508,-1,15.12258944,809.89,1.69444864,1.72617789,-753.4746133,-818.9980533,27247096.47,-98.32,1011.53,0.208657069
2003-11-18,-0.028950118,-1,15.01383305,801.2,1.625217214,1.705985755,-754.2072638,-819.9970696,27867771.14,8.47,1095.52,0.211584777
2003-11-19,-1.958874864,-1,16.19427355,800.97,1.258152343,1.616419072,-753.8307148,-820.0299519,27356016.12,103.41,1176.04,0.210040491
2003-11-20,0.452248283,1,16.06825401,778.1,0.933037432,1.479742744,-756.3370415,-818.8106251,27235630.85,185.92,1227.89,0.204804427
2003-11-21,-0.69270258,-1,16.03480729,777.96,0.680736563,1.319941508,-761.1133194,-816.0343473,27285304.38,252.71,1239.62,0.196961415
2003-11-24,-0.643503983,-1,16.22089249,770.78,0.300301666,1.11601354,-761.2646926,-815.9386407,26807321.36,290.15,1232.23,0.185287674
2003-11-25,1.917335633,1,16.25011445,770.28,0.145723314,0.921955495,-760.2188864,-816.4224469,27058493.18,315.54,1226.28,0.172579927
2003-11-26,0.214812983,1,16.21010628,783.8,0.171740672,0.77191253,-759.6661895,-816.4111438,27506223.93,350.48,1233.28,0.160937205
2003-11-27,0.061330096,1,15.65652726,784.86,0.180217961,0.653573616,-759.3942895,-816.3750439,27630948.29,363.18,1220.49,0.150129936
2003-11-28,0.190615085,1,15.6374896,797.07,0.332866121,0.589432117,-759.9400263,-816.8033071,28151967.91,449.09,1245.28,0.141722491
2003-12-01,0.022607953,1,15.9983832,811.49,0.562106003,0.583966894,-759.984872,-818.2967947,28505105.9,533.16,1266.29,0.136438334
2003-12-02,0.755520876,1,15.40207011,813.95,0.738152291,0.614803974,-759.4640221,-820.0949779,28178957.79,600.53,1280.61,0.133514701
2003-12-03,-0.075515611,-1,15.3690651,816.02,0.87242206,0.666327591,-759.1490856,-821.028581,28166571.95,667.74,1294.54,0.132349984
2003-12-04,-0.400821437,-1,14.94056045,809.68,0.934700417,0.720002156,-758.995735,-821.9509316,28180804.87,777.34,1352.94,0.132032879
2003-12-05,-0.300572578,-1,14.99623471,805.13,0.814587121,0.738919149,-758.9416115,-821.4587219,27754298.87,873.74,1406.26,0.130468666
2003-12-08,-1.162893807,-1,14.9743608,791.77,0.664798102,0.72409494,-758.3970991,-820.8739009,27771656.24,946.59,1435.3,0.127394069
2003-12-09,0.728848114,1,14.51404931,793.13,0.565549802,0.692385912,-758.5073307,-820.9360027,27630247.24,946.36,1425.54,0.123458522
2003-12-10,-1.62824665,-1,14.94876008,794.64,0.554851995,0.664879129,-758.2587393,-820.6072607,28084861.24,978.76,1424.49,0.119695345
2003-12-11,0.31209101,1,14.92956293,805.81,0.504747197,0.632852742,-758.8395035,-818.6238299,27660081.24,998.32,1410.33,0.115659677
2003-12-12,1.932678574,1,15.25959415,810.68,0.61020376,0.628322946,-759.3648763,-817.5047904,27666874.44,1004.6,1409.87,0.1130907
2003-12-15,1.927848353,1,15.46819457,824.26,0.846460318,0.67195042,-757.5303278,-821.7590055,27893168.45,977.09,1396.36,0.113358245
2003-12-16,-1.80500146,-1,15.64832352,822.16,0.907197702,0.718999877,-757.0479932,-823.6663401,27887984.62,836.43,1329.92,0.114345531
2003-12-17,0.763452929,1,15.78558613,817.39,0.837457772,0.742691456,-758.653223,-825.090777,27423232.33,668.63,1237.83,0.11454788
2003-12-18,0.438700646,1,15.47804426,808.94,0.847124265,0.763578018,-761.4556082,-825.7110584,27792604.58,570.3,1189.95,0.114885486
2003-12-19,0.915170279,1,15.08675539,817.5,0.881675781,0.78719757,-764.4066148,-826.9857186,27546321.95,405.77,1106.57,0.115621129
2003-12-22,-0.200936884,-1,14.79627286,815.55,0.83229442,0.79621694,-771.5687168,-824.7979499,27201994,222.61,1015.39,0.115791015
2003-12-23,0.666219206,1,14.53439623,812.75,0.75765877,0.788505306,-777.6030349,-822.6262985,26814899.63,58.54,937.79,0.115142109
2003-12-24,0.81433631,1,14.65408221,808.58,0.597721612,0.750348567,-780.7944357,-821.3598976,26322428.11,-127.24,835.24,0.112774281
2003-12-26,-0.146363005,-1,14.22664777,794.78,0.428618054,0.686002465,-782.6893399,-820.3583268,26170009.39,-346.42,702.16,0.108692904
2003-12-29,-1.218229068,-1,14.15331578,792.44,0.326993688,0.614200709,-781.9973031,-820.6403636,26452402.39,-538.31,590.06,0.103753424
2003-12-30,1.269496744,1,14.53165037,811.89,0.426095078,0.576579583,-782.0366013,-821.0367321,26760689.6,-647.75,534.96,0.100227493
2004-01-02,0.684585117,1,14.2908182,821.87,0.603484692,0.581960605,-781.3374277,-822.6935723,27022656.57,-765.11,481.37,0.098906403
2004-01-05,-0.484621192,-1,13.90433119,825.43,0.762910094,0.618150503,-780.388597,-824.9970696,27308621.77,-779.01,484.83,0.09947015
2004-01-06,0.868826599,1,13.74902182,831.26,0.871712711,0.668862944,-779.3938524,-827.9618143,27146444.78,-773.05,505.52,0.101247716
2004-01-07,0.321824563,1,13.31266312,831.07,0.982228924,0.73153614,-779.3850943,-831.360239,26996811.52,-741.38,548.92,0.104182861
2004-01-08,0.487262263,1,13.44247289,839.28,1.028314147,0.790891742,-781.4860319,-833.7236348,26568052.52,-666.86,622.79,0.107482511
2004-01-09,1.367469514,1,14.29301054,849.5,1.258669859,0.884447365,-781.4989367,-839.2020633,26793262.42,-585.34,698.36,0.113177429
2004-01-12,-0.154980066,-1,14.22850979,853.5,1.476478684,1.002853629,-782.0708609,-844.6661391,27057503.34,-542.62,748.08,0.120990339
2004-01-13,0.544200096,1,13.97147338,855.45,1.605520068,1.123386917,-782.0932909,-849.9980425,26929128.23,-467.79,810.12,0.129792382
2004-01-14,-0.136723124,-1,13.74065385,855.29,1.698405835,1.2383907,-781.6063995,-854.8639338,26903820.68,-467.57,835.13,0.139102951
2004-01-15,-0.070619807,-1,13.49846429,852.19,1.712724537,1.333257468,-780.886868,-858.2014654,26802126.3,-481.26,842.45,0.147984384
2004-01-16,0.947189178,1,13.18143113,854.46,1.725676475,1.411741269,-780.9540557,-861.9772776,26616380.44,-483.3,854.73,0.156427992
2004-01-19,0.826699687,1,13.05347176,859.34,1.799842317,1.489361479,-781.5072191,-866.4301142,26763932.79,-477.83,874.13,0.165141826
2004-01-20,-0.323295985,-1,12.92179521,864.26,1.879673578,1.567423899,-782.5405422,-870.8894578,26940468.34,-516.16,879.38,0.174166165
2004-01-26,0.729071131,1,12.75380983,871.94,1.991986115,1.652336342,-782.3919732,-876.5356934,27151354.77,-506.93,917.77,0.183847235
2004-01-27,0.525867624,1,12.75210913,873.61,1.99914306,1.721697685,-783.798454,-880.892546,26861498.53,-469.23,972.81,0.192934611
2004-01-28,-0.3082164,-1,12.56481562,869.21,1.948870738,1.767132296,-786.6010287,-883.8109713,26472195.76,-399.22,1033.06,0.200793478
2004-01-29,-0.917879454,-1,12.49661451,859.59,1.829440201,1.779593877,-791.9767391,-883.8609276,26693326.23,-354.32,1076.91,0.206695545
2004-01-30,0.086704864,1,12.5382849,859.13,1.668284194,1.75733194,-800.3938994,-881.5751006,26413552.1,-287.98,1129.09,0.210277872
2004-02-02,0.209781968,1,12.19197883,855.43,1.583005168,1.722466586,-811.4667331,-876.9669336,26779024.93,-262.43,1154.18,0.212550351
2004-02-03,-0.20587444,-1,12.55398035,854.89,1.357053678,1.649384004,-817.8843178,-874.1453489,26450569.21,-261.41,1141.69,0.212000545
2004-02-04,-0.160739162,-1,12.22155318,842.6,1.123435428,1.544194289,-821.3524983,-872.5451683,26148650.08,-184.99,1151.67,0.208732868
2004-02-05,0.032315978,1,11.89929938,842.44,0.978691372,1.431093706,-824.5895639,-871.0417694,26533829.99,-57.49,1197.92,0.203942238
2004-02-06,0.147457546,1,12.06006371,853.58,0.94196966,1.333268897,-828.2859986,-869.6460014,26818950.7,15.66,1223.19,0.198962988
2004-02-09,1.254954542,1,12.38720202,866.87,1.039159261,1.274446969,-831.5617279,-869.9652721,27020380.97,145.46,1269.61,0.195336716
2004-02-10,0.149172612,1,11.9859733,869.62,1.121837192,1.243925014,-834.9943738,-870.2556262,27095498.27,290.92,1323.89,0.192837967
2004-02-11,0.431472081,1,11.90983235,877.72,1.262254631,1.247590937,-834.6681376,-873.7311957,27395422.72,428.87,1384.24,0.192065308
2004-02-12,0.650432481,1,11.78198718,882.39,1.371735803,1.272419911,-833.8891515,-877.4505151,27449840.83,613.06,1473.4,0.192576313
2004-02-13,-0.215274218,-1,11.88827381,883.35,1.480048686,1.313945666,-833.3878851,-880.8487816,27767202.89,815.21,1590.99,0.194285953
2004-02-16,-0.334398876,-1,11.68839711,885.65,1.538670776,1.358890688,-833.0283489,-884.3426511,27784066.38,998.7,1697.28,0.196558888
2004-02-17,0.325662672,1,11.41494018,888.73,1.598647486,1.406842047,-833.1989208,-887.9957459,27784066.38,1111.65,1755.13,0.199373635
2004-02-18,0.500678119,1,11.55744445,890.51,1.555959774,1.436665592,-833.8830382,-890.5416285,27413543.38,1200.79,1790.68,0.201524037
2004-02-19,0.408163265,1,11.45619842,884.89,1.546203333,1.458573141,-834.2069557,-892.6780443,27678755.86,1202.48,1795.83,0.203418492
2004-02-20,-0.668065559,-1,11.29718424,881.65,1.482483908,1.463355294,-834.5748933,-894.0054401,27871987.13,1181.87,1795.91,0.204454876
2004-02-23,-0.291741216,-1,11.45024251,881.43,1.415778652,1.453839966,-834.5934468,-894.7915532,28071115.77,1132.63,1790.07,0.204648974
2004-02-24,-0.577764609,-1,11.57379662,877.52,1.229015591,1.408875091,-834.6850512,-894.9706154,27543932.32,1035.44,1760.01,0.202691883
2004-02-25,0.072866908,1,11.25138257,870.03,1.089614277,1.345022928,-834.892914,-895.1624193,27598925.32,904.31,1704.45,0.199257543
2004-02-26,0.396829975,1,11.26056953,873.15,0.949578139,1.26593397,-836.206032,-895.2996346,27360007.26,800.52,1650.38,0.194440554
2004-02-27,0.075156673,1,11.99624314,883.42,0.999174824,1.212582141,-837.9080398,-896.0982935,27818659.26,706.72,1618.62,0.190471124
2004-03-02,1.035747436,1,12.32294006,899.99,1.170284619,1.204122636,-838.1155642,-900.3414358,28207484.25,677.86,1614.77,0.18868062
2004-03-03,-0.191279012,-1,11.79415862,900.44,1.258901764,1.215078462,-840.8604452,-902.9678881,27718155.43,682.42,1626.65,0.188018734
2004-03-04,0.262332414,1,11.88100444,908.82,1.418314119,1.255725593,-845.34202,-905.15998,28171424.18,689.45,1645.96,0.189223185
2004-03-05,-0.024244294,-1,11.39450412,909.08,1.507186753,1.306017825,-850.6017275,-906.5796058,27934413.54,670.17,1646.08,0.191385213
2004-03-08,0.416399744,1,11.4091824,910.67,1.511287596,1.34707178,-855.2104342,-907.5242325,27517842.04,647.41,1628.57,0.193479724
2004-03-09,-0.999888901,-1,11.42566937,900.1,1.420401324,1.361737688,-857.5632757,-907.9230576,27605156.58,551.93,1571.48,0.194424049
2004-03-10,-0.501357141,-1,11.82383584,891.58,1.193145321,1.328019215,-859.3539957,-907.5210043,27231461.63,431.65,1506.24,0.192738605
2004-03-11,-0.724869295,-1,11.81999042,878.1,0.946566327,1.251728637,-858.9080738,-907.6355929,27049460.31,309.5,1444.34,0.188372077
2004-03-12,-0.368995207,-1,14.39570539,869.93,0.550993598,1.111581629,-852.4758141,-910.9208525,27168143.09,202.15,1380.84,0.17984056
2004-03-15,0.829406221,1,14.06244072,857.96,0.265122358,0.942289775,-848.5976928,-912.2269739,27102293.94,96.36,1327.23,0.168660715
2004-03-16,-0.989134771,-1,14.06869496,852.26,0.017882941,0.757408408,-843.5203638,-913.8009695,27540985.64,17.7,1273.66,0.155461675
2004-03-17,0.943385129,1,14.68164532,872.78,0.027340596,0.611394846,-842.4495297,-913.1401369,28038337.45,44.99,1288.46,0.143226235
2004-03-18,0.784061991,1,14.38081351,879.56,0.038464123,0.496808701,-842.0663828,-912.7486172,27897911.32,47.62,1301.07,0.131936611
2004-03-19,0.20049953,1,14.37932683,883.33,0.142825338,0.426012029,-841.9947594,-912.6315739,28322989.32,13.79,1302.65,0.12257681
2004-03-22,-0.533209559,-1,14.83080349,883.33,0.04338766,0.349487155,-841.4437814,-912.4418852,27994262.52,-40.75,1273.38,0.112802925
2004-03-23,-1.015410622,-1,15.14503181,868.99,-0.012400463,0.277109631,-840.1215898,-912.3634102,28265467.47,-139.34,1221.21,0.103126835
2004-03-24,-0.667305494,-1,14.82110096,867.15,-0.096810494,0.202325606,-839.379751,-912.4309156,28258137.29,-260.96,1153.87,0.093237264
2004-03-25,0.067307246,1,15.13530804,868.78,-0.238611589,0.114138167,-838.2113695,-912.6609638,28042891.48,-418.73,1056.45,0.082529761
2004-03-26,1.512807893,1,15.45635746,873.01,-0.249980831,0.041314368,-838.1722938,-912.6603729,27862859.44,-599.77,957.05,0.072479219
2004-03-29,0.480351872,1,15.38233193,878.37,-0.157446468,0.0015622,-838.0235822,-912.5274178,27975923.92,-769.68,856.21,0.064179744
2004-03-30,0.541918666,1,14.89430822,879.41,-0.094322515,-0.017614743,-838.2753255,-910.0140078,27863184.47,-937.73,759.55,0.057209917
2004-03-31,0.949098986,1,14.93542906,883.88,0.020730066,-0.009945781,-838.8353673,-907.487966,28047681.08,-1073.97,681.16,0.05205386
2004-04-01,-0.195343555,-1,14.45004127,883.23,0.1310499,0.018253355,-840.5218985,-903.4034349,28307539.74,-1159.71,630.97,0.048549459
2004-04-02,0.37836307,1,13.90718118,889.6,0.224376048,0.059477894,-842.8821772,-898.9644895,27904754.54,-1220.37,575.46,0.046407145
2004-04-06,1.781167604,1,14.53809681,906.43,0.499393362,0.147460987,-842.8350099,-899.0376567,28368321.59,-1245.81,550.1,0.047527718
2004-04-07,0.065107759,1,14.34894704,915.13,0.741574152,0.26628362,-840.2192109,-903.4711224,28434514.93,-1258.01,532.06,0.0513622
2004-04-08,0.394535843,1,13.95187939,916.86,0.983757669,0.40977843,-837.07354,-909.9787934,28866351.93,-1216.12,543.89,0.057748183
2004-04-09,-0.695853238,-1,14.07103087,916.86,1.058487431,0.53952023,-836.2077027,-914.2712973,28834341.11,-1143.59,560.86,0.064667336
2004-04-12,0,0,14.53952866,926.07,1.224187965,0.676453777,-838.1734343,-919.377899,28944570.57,-1049.59,600.79,0.073077144
2004-04-13,0.688897112,1,14.32027661,927.67,1.327875941,0.80673821,-839.5436275,-924.7760391,28592574.7,-1018.61,600.01,0.082181544
2004-04-14,-0.836938635,-1,14.15597114,919.38,1.381388846,0.921668337,-844.1315657,-927.010101,28791750.16,-1047.25,567.52,0.091356335
2004-04-16,-1.360893148,-1,14.4719732,916.31,1.252771267,0.987888923,-846.1449257,-928.4260743,28482005.04,-1106.21,520.44,0.098532427
2004-04-19,0.177999288,1,14.21183226,902.1,1.166272878,1.023565714,-847.5881042,-929.4495624,28958144.04,-1190.33,455.63,0.104276054
2004-04-20,0.865757677,1,14.41312996,919.13,1.233740599,1.065600691,-848.218902,-932.3144314,29402374.1,-1225.51,420.57,0.110381295
2004-04-21,-0.894547829,-1,14.85004924,931.21,1.369168609,1.126314275,-849.7043988,-936.3129346,29888369.52,-1216.88,411.69,0.117586072
2004-04-22,0.122587236,1,14.63718858,933.84,1.406441021,1.182339624,-853.105877,-939.408123,29547270.55,-1149.9,421.58,0.124719591
2004-04-23,1.541108862,1,14.69953226,939.52,1.524368334,1.250745366,-856.6448179,-943.2015154,29685645,-1037.61,468.63,0.132688133
2004-04-26,-0.112172297,-1,14.84885138,936.06,1.456033069,1.291802907,-863.4689718,-943.1296948,29320379.64,-936.24,508.1,0.139334155
2004-04-27,-0.100028269,-1,14.49250485,921.42,1.348530874,1.3031485,-869.4760599,-942.1179401,29230285.5,-810.74,579.44,0.144283899
2004-04-28,0.202081991,1,14.74589736,919.86,1.129823332,1.268483466,-874.3744006,-940.6615994,28857322.44,-711.32,625.25,0.146383303
2004-04-29,-1.244136922,-1,15.77833327,901.83,0.713708813,1.157528536,-875.9827361,-939.7452639,28517904.92,-637.23,655.29,0.143605522
2004-04-30,-0.847602838,-1,16.15988089,875.51,0.267093386,0.979441506,-872.3840766,-942.0089234,28442231.85,-694.08,613.24,0.135950009
2004-05-03,0.022020305,1,15.74917511,867.25,-0.058733169,0.771806571,-868.2884396,-944.4088938,28701304.72,-750.72,569.21,0.125101649
2004-05-04,0.630404914,1,15.38280546,876.3,-0.302402796,0.556964697,-865.2597456,-945.8825877,28452261.96,-810.56,510.95,0.112207094
2004-05-06,-0.341218241,-1,16.52189079,867.48,-0.759284106,0.293714937,-854.8159303,-950.6034031,28130722.47,-820.76,471.48,0.095133252
2004-05-07,0.005968866,1,17.0131843,843.01,-1.102639752,0.014443999,-842.5569488,-955.2977179,28366995.83,-797.42,442.65,0.075438008
2004-05-10,-0.910890145,-1,20.61438542,838.74,-1.803727575,-0.349190316,-822.1018704,-964.1384629,28223931.75,-806.2,376.69,0.049566815
2004-05-11,-0.144179693,-1,20.96835789,802.29,-2.339744941,-0.747301241,-803.6429676,-971.0263657,28266935.11,-794.1,337.29,0.019780905
2004-05-12,1.499329979,1,21.59204661,820.72,-2.495768852,-1.096994763,-793.6743406,-970.6189928,28509515.73,-755.56,304.43,-0.009632448
2004-05-13,-0.221517825,-1,21.97547186,817.09,-2.847628914,-1.447121593,-782.3985961,-969.7287372,28114477.73,-746.77,227.4,-0.040655406
2004-05-14,1.097287788,1,23.45365244,802.32,-3.304860915,-1.818669458,-767.8897648,-970.4835685,27895891.67,-762.93,130.22,-0.07418322
2004-05-17,-0.247247742,-1,25.41267726,774.39,-4.019466693,-2.258828905,-747.1306216,-975.2943784,27604120.87,-806.36,-17,-0.112538181
2004-05-18,-0.589865291,-1,25.8339146,748.26,-4.42249708,-2.69156254,-728.0912297,-978.0581036,27834074.05,-609.76,-163.41,-0.152196644
2004-05-19,1.416461138,1,26.99934927,784.14,-4.339887833,-3.021227598,-719.3591938,-972.5628062,28069343.62,-446.47,-271.19,-0.188248494
2004-05-20,-1.530946719,-1,26.8872529,782.92,-4.329730693,-3.282928217,-712.7540464,-963.713287,28001443.28,-254.01,-438.29,-0.221608981
2004-05-21,1.719220099,1,26.2931634,786.36,-4.089225656,-3.444187705,-709.9409153,-951.9107514,28325617.28,-79.99,-594.27,-0.250184216
2004-05-24,1.22462994,1,25.5350803,802.04,-3.721684822,-3.499687128,-712.2389185,-935.8470815,28499893.03,77.67,-763.76,-0.27301581
2004-05-25,-1.032964834,-1,25.34900314,799.64,-3.547326287,-3.50921496,-714.0954598,-919.9288735,28494127.39,220.65,-923.71,-0.292342274
2004-05-27,2.339106701,1,25.44050291,810.69,-3.186329901,-3.444637948,-718.9848911,-903.7664423,28431974.32,351.12,-1094.11,-0.306547166
2004-05-28,1.131520574,1,24.63618128,816.64,-2.726542712,-3.301018901,-725.4741453,-887.7721881,28781561.12,487.23,-1229.44,-0.314951043
2004-05-31,-0.618485995,-1,24.50073976,816.51,-2.461356451,-3.133086411,-729.1831482,-876.2201852,28819117.91,649.29,-1359.01,-0.319824237
2004-06-01,0.461534634,1,23.69068692,817,-2.106687992,-2.927806727,-731.9960305,-868.2186362,29073755.43,782.55,-1445.19,-0.320493735
2004-06-02,-0.849504149,-1,23.29063785,815.77,-1.917726837,-2.725790749,-735.4618289,-858.8681711,29064477.48,929.08,-1537.57,-0.318881845
2004-06-03,0.819254342,1,24.66130658,812.54,-2.089882229,-2.598609045,-740.8103178,-844.9596822,28598909.48,1126.5,-1699.93,-0.318794418
2004-06-04,0.373996831,1,24.11621325,781.96,-2.096054547,-2.498098145,-743.0041429,-835.7225238,28960246.3,1314.44,-1878.99,-0.318525026
2004-06-07,0.982401312,1,24.44862659,809.51,-1.790003388,-2.356479194,-745.619121,-829.9745456,29348692.49,1451.54,-2025.98,-0.314971294
2004-06-08,0.946321576,1,23.87658183,820.87,-1.53118386,-2.191420127,-745.2428559,-831.7258108,29204020.51,1591.28,-2212.77,-0.308802786
2004-06-09,0.941542796,1,24.06968313,820.68,-1.458324068,-2.044800915,-745.4310085,-832.8469915,28619970.4,1726.83,-2387.79,-0.302077894
2004-06-10,-1.094986973,-1,23.63042005,794.53,-1.507099505,-1.937260633,-745.3664022,-830.0442644,28463676.39,1864.67,-2587.63,-0.296103204
2004-06-11,-0.273552346,-1,24.36824719,782.3,-1.838662842,-1.917541075,-742.1187114,-829.4172886,28096211.66,2018.73,-2787.5,-0.293746822
2004-06-14,-0.968690538,-1,24.31622953,761.29,-2.211048584,-1.976242577,-737.3466182,-831.0993818,27754690.2,2160.11,-2949.4,-0.29523277
2004-06-15,1.184369036,1,24.25649885,752.54,-2.346157812,-2.050225624,-737.8581872,-830.8151462,28218399.27,2284.28,-3050.6,-0.297958741
2004-06-16,0.562425209,1,24.17960608,769.66,-2.425039794,-2.125188458,-742.4347583,-828.2812417,28035525.26,2421.95,-3157.66,-0.301289465
2004-06-17,0.608767313,1,23.71177707,760.1,-2.380894151,-2.176329596,-739.8591672,-829.1561661,28396184.65,2540.05,-3249.2,-0.303954406
2004-06-18,-1.105132287,-1,23.96093585,760.09,-2.510239825,-2.243111642,-735.3572943,-831.0070391,28333719.14,2597.44,-3319.14,-0.307725501
2004-06-21,0.470521618,1,23.45301186,758.58,-2.506425213,-2.295774356,-731.7850388,-831.5866279,28241022.93,2633.42,-3381.15,-0.31120594
2004-06-22,-0.59255305,-1,22.95708244,749.3,-2.505486768,-2.337716839,-726.8760155,-831.0329845,28457780.85,2540.62,-3354.31,-0.314436729
2004-06-23,0.910942021,1,22.6494337,755.88,-2.55659365,-2.381492201,-722.773605,-831.1220616,28156460.47,2490.95,-3344.04,-0.317949179
2004-06-24,1.85538549,1,22.78090272,763.42,-2.314608807,-2.368115522,-721.3324224,-828.0232442,28516131.56,2465.19,-3351.14,-0.318794562
2004-06-25,-0.01441432,-1,22.54155253,780,-1.93207182,-2.280906782,-722.2996708,-823.0973292,28791000.01,2314.72,-3277.7,-0.31569031
2004-06-28,-0.151470418,-1,22.07572734,780.31,-1.694698292,-2.163665084,-722.7021832,-819.5731502,28743893.78,2110.05,-3170.21,-0.310302553
2004-06-29,-0.535702704,-1,21.72960396,780.57,-1.408402264,-2.01261252,-724.5818349,-813.8784984,28975590.51,1761.57,-2968.95,-0.302257987
2004-06-30,0.580439696,1,20.88248939,787.6,-1.094744068,-1.829038829,-725.9800582,-810.3956085,29229006.16,1441.9,-2784.39,-0.291418014
2004-07-01,-0.119624836,-1,20.56374015,792.77,-0.91708487,-1.646648038,-726.0203666,-810.1716334,28978475.28,1232.38,-2678.57,-0.279336865
2004-07-02,-1.754431063,-1,20.79275871,778.03,-1.001663346,-1.517651099,-725.0730391,-809.3386276,28644063.13,996.65,-2552.54,-0.268813203
2004-07-05,-0.166794631,-1,20.33113309,758.72,-1.043528436,-1.422826567,-725.4878762,-804.0057904,28933063.09,811.56,-2458.61,-0.25935249
2004-07-06,-0.473094407,-1,19.7839093,763.93,-1.046562263,-1.347573706,-729.1396137,-794.989053,28988332.01,670.56,-2382.56,-0.250517163
2004-07-07,-2.143789471,-1,20.24291578,761.93,-1.001661543,-1.278391273,-732.4005808,-786.7354192,29381866.79,488.55,-2283.36,-0.241791729
2004-07-08,-1.076284979,-1,20.09985036,761.88,-1.145758056,-1.25186463,-732.7995923,-782.8004077,29035571.79,368.57,-2225.78,-0.235137549
2004-07-09,0.194986822,1,19.42557534,751.92,-1.206496072,-1.242790918,-731.7213895,-782.5572772,29086087.45,269.59,-2193.71,-0.229587782
2004-07-12,0.702378723,1,19.24660567,757.9,-1.253404692,-1.244913673,-732.041489,-782.484511,28960849.97,119.32,-2138.81,-0.224940792
2004-07-13,0.905838369,1,18.80399098,753.21,-1.227037092,-1.241338357,-732.5296083,-782.3503917,29220699.26,20.99,-2120.52,-0.220388002
2004-07-14,-0.735068913,-1,18.65727734,751.6,-1.344501864,-1.261971058,-730.761018,-782.6036486,28957578.44,-101.28,-2090.63,-0.217407381
2004-07-15,-0.097750384,-1,18.62104324,739.07,-1.46288104,-1.302153055,-727.2659742,-783.7676925,29069268.03,-348.12,-1979.11,-0.215916105
2004-07-16,-0.596391626,-1,18.97954015,741.41,-1.469230954,-1.335568635,-725.5547931,-784.4755402,29357923.63,-575.34,-1871.25,-0.214668486
