Date,Close,Open,High,Low,Change...,y,Volume,tr,atr,trueHigh,trueLow,DIp,DIn,DX,ADX,macd,signal,sar,vClose,dn,mavg,up,pctB,rsi,fastK,fastD,slowD,williamsAD,aroonUp,aroonDn,oscillator,cci,chaikinAD,cmf,emv,maEMV,tdi,di,TRIX,signal,vhf.close,roc
2002-01-28,780.24,787.65,787.65,773.49,1.674239686,1,705796,14.16,20.30598117,787.65,773.49,36.58894523,11.59486736,51.87235406,37.022937,3.189422777,2.880805959,723.3850682,0.35701669,-689.1330828,-732.5881667,-776.0432505,-1.050819709,69.81432012,0.917067711,0.906461922,0.817936301,-232.09,100,0,100,187.319475,15815822.52,0.100882212,1.046256992,1.377219242,-940.27,2530.51,0.450448271,0.478875584,0.3837157,0.007151524
2002-01-29,774.03,780.47,784.46,769.53,0.029478109,1,679201,14.93,19.92198252,784.46,769.53,34.63033009,12.39401556,47.28681328,37.75607102,3.293588484,2.963362464,732.3821586,0.358015659,-694.1364928,-736.8905,-779.6445072,-0.957456145,67.19161252,0.847565753,0.884878598,0.880120933,-242.52,95,0,95,152.1354989,15546052.8,0.055231242,-0.785846163,1.474485256,-1032.5,2495.45,0.452779152,0.47639021,0.395628605,-0.007990932
2002-01-30,749.45,748.78,759.24,745.77,-3.262147462,-1,778490,28.26,20.51755519,774.03,745.77,31.22330649,19.44632168,23.24269041,36.71940097,3.072182035,2.985126378,740.1196564,0.365467006,-697.0041664,-738.792,-780.5798336,-0.651894291,57.91717291,0.572467823,0.779033762,0.856791428,-267.1,90,0,90,50.10960324,15192929.27,-0.012265304,-4.23743786,1.286017519,-1111.87,2465.07,0.45236607,0.474102197,0.371284552,-0.032271028
2002-01-31,748.07,761.12,762.22,742.89,1.557141904,1,670588,19.33,20.43272982,762.22,742.89,30.15517946,18.1322626,24.89864102,35.87506098,2.848762591,2.957853621,742.89,0.365714013,-698.0766703,-739.9153333,-781.7539964,-0.633186219,57.43782319,0.557022943,0.65901884,0.7743104,-281.25,85,50,35,43.72343625,14881745.91,-0.023049019,0.014412724,1.159606388,-1110.53,2478.2,0.449349323,0.47174478,0.373237497,-0.001843048
2002-02-01,742.42,757.07,761.85,739.15,1.203095967,1,758400,22.7,20.59467769,761.85,739.15,27.78104813,18.00184624,21.35994681,34.83826711,2.580746215,2.88243214,787.65,0.365923805,-698.1093226,-740.0108333,-781.9123441,-0.593025683,55.41559047,0.493788472,0.54109308,0.659715227,-300.68,80,45,35,30.41415925,14341845.29,-0.080365778,-0.615090981,1.182307428,-1083.25,2498.57,0.443365918,0.469042031,0.385784635,-0.007581436
2002-02-04,730.21,740.98,747.36,728.58,-0.193960292,-1,554918,18.78,20.46505786,747.36,728.58,25.9600764,20.51108953,11.72552219,33.18735676,2.210551571,2.748056026,787.65,0.367245777,-697.5966297,-739.366,-781.1353703,-0.452325512,51.21882526,0.357134863,0.469315426,0.556475782,-317.83,75,40,35,-15.76519518,13883254.91,-0.136207895,-4.240507607,0.388936427,-1080.41,2496.71,0.433414114,0.465648896,0.389124869,-0.016582957
2002-02-05,739.91,720.7,739.91,718.86,-1.302365073,-1,553697,21.05,20.50683944,739.91,718.86,24.05667099,22.39283651,3.582028242,31.07269043,1.999696008,2.598384022,785.2872,0.367711318,-697.1419661,-739.0038333,-780.8657006,-0.427015917,54.18714589,0.465696698,0.438873345,0.48309395,-296.78,70,35,35,-23.88649566,14436951.91,-0.042439014,-3.263775133,-0.202494942,-1097.1,2480.64,0.421659404,0.461459421,0.359373223,0.013196393
2002-02-06,741.55,736.45,745.63,736.45,-0.467624441,-1,585579,9.18,19.69777948,745.63,736.45,25.33005513,21.64740717,7.839180281,29.41315399,1.829399987,2.444587215,781.301568,0.367219043,-697.0467663,-738.855,-780.6632337,-0.528164309,54.68916177,0.467913204,0.430248255,0.446145675,-291.68,65,30,35,9.303336165,14502016.24,-0.107528785,1.827130071,-0.638514725,-1031.56,2509.52,0.408721249,0.456436738,0.322896791,0.002214033
2002-02-07,727.71,736.62,746.96,724.69,-0.66482368,-1,504379,22.27,19.88150952,746.96,724.69,23.30340416,24.14043518,1.764256506,27.43823275,1.526177483,2.260905269,777.5550739,0.370259003,-696.8387721,-738.7063333,-780.5738946,-0.433285661,49.73604804,0.308171745,0.413927216,0.427682939,-310.93,60,25,35,-21.91415051,14134433.34,-0.059725816,-2.302594874,-1.395272537,-962.73,2528.73,0.39315743,0.450410137,0.250796963,-0.018839973
2002-02-08,739.66,730.82,739.66,722.53,0.427368045,1,522880,17.13,19.68497312,739.66,722.53,21.85491961,23.42369682,3.464719864,25.72583897,1.400151606,2.088754536,774.0333695,0.367023009,-697.2142203,-738.9298333,-780.6454464,-0.440312116,53.64026941,0.34296276,0.373015903,0.405730458,-293.8,55,20,35,-19.74267587,14657313.34,-0.003722059,-1.549588816,-1.683699849,-890.57,2549.48,0.377227333,0.443440346,0.216265895,0.016288004
2002-02-14,796.18,764.15,796.18,762.41,3.310980721,1,759498,56.52,22.31604647,796.18,739.66,35.99196012,19.18617158,30.45733523,26.06380299,1.891402222,2.049284073,718.86,0.395430227,-695.1212526,-741.362,-787.6027474,-0.971027566,66.78238282,1,0.550378168,0.445773762,-237.28,100,15,85,150.9291886,15416811.34,-0.003097625,21.43144551,0.784888115,-759.68,2615.24,0.368133018,0.43626822,0.245596841,0.07363467
2002-02-15,783.59,781.99,793.67,781.66,-1.782260293,-1,747938,14.52,21.75918601,796.18,781.66,34.27641781,18.27167042,30.45733523,26.37762672,2.115092828,2.062445824,718.86,0.397725422,-695.2510316,-744.5513333,-793.851635,-0.923479491,62.53010414,0.837170202,0.726710987,0.55003502,-249.87,95,10,85,133.4112931,14909259.75,-0.001833714,1.344011135,1.405049114,-738.51,2617.87,0.362368425,0.429230144,0.238985314,-0.015939367
2002-02-18,790.37,783.75,795.37,782.93,0.020418841,1,869361,12.44,21.09352987,795.37,782.93,33.40818056,17.50197069,31.24369007,26.72520267,2.334568864,2.116870432,721.9528,0.395335528,-697.1889663,-748.266,-799.3430337,-0.904199928,63.86449359,0.924857734,0.920675979,0.732588378,-242.43,90,5,85,126.869027,15079777.5,0.052537216,0.212494004,1.427058145,-792.27,2569.22,0.359684609,0.42260676,0.247957482,0.008615266
2002-02-19,782.27,794.33,797.73,779.95,0.501031163,1,677906,17.78,20.85684916,797.73,779.95,31.37391407,17.45681581,28.50069678,26.85202368,2.391970503,2.171890446,724.921888,0.394168106,-701.7494694,-752.1368333,-802.5241973,-0.842478391,61.06652195,0.803981235,0.85533639,0.834241119,-257.89,100,0,100,105.3634466,14578782.85,-0.024673835,-0.081306258,1.486367559,-809.82,2522.6,0.357985908,0.416452393,0.244952104,-0.010301241
2002-02-20,776.89,774.01,780.54,769.71,-1.055901415,-1,589389,12.56,20.26421708,782.27,769.71,29.98491972,20.2934218,19.27569134,26.31085708,2.352002699,2.207912897,729.2903747,0.394675596,-707.8043013,-755.388,-802.9716987,-0.713574542,59.2109914,0.735767719,0.821535563,0.865849311,-263.27,95,5,90,63.7083891,14770892.1,0.010432602,-2.520125927,1.677521079,-934.71,2420.38,0.356053485,0.410700116,0.252963401,-0.006901179
2002-02-21,787.62,788.63,789.48,772.5,1.511153445,1,639435,16.98,20.02963014,789.48,772.5,31.35737236,19.06459124,24.37981436,26.17292546,2.404687844,2.247267886,733.3967522,0.394561698,-714.3446003,-758.9528333,-803.5610664,-0.771779053,61.70991719,0.871814378,0.803854444,0.826908799,-248.15,90,0,90,77.95094196,15270238.87,0.008611484,1.557432734,2.213210842,-1058.64,2320.49,0.354973856,0.405392853,0.257508588,0.01371697
2002-02-22,792,774.78,792.64,773.4,-1.630227775,-1,683506,19.24,19.97322799,792.64,773.4,30.32986893,17.75282554,26.15711022,26.1717958,2.46231936,2.290278181,737.2567471,0.389848052,-718.9088435,-762.0331667,-805.1574898,-0.778035282,62.71410254,0.927348802,0.844976966,0.823455658,-229.55,85,5,80,78.509594,15908272.53,0.056975321,0.571424391,2.073687988,-1114.29,2267.53,0.354741007,0.400568868,0.272721619,0.005545652
2002-02-25,791.48,796.8,801.97,786.73,0.606060606,1,478975,15.24,19.63514028,801.97,786.73,32.04244281,16.76860957,31.29175156,26.53750693,2.472395496,2.326701644,740.8851423,0.379929882,-721.954994,-765.035,-808.115006,-0.829135671,62.50452105,0.873781735,0.890981638,0.84660435,-240.04,100,0,100,93.60653348,15727871.19,3.21E-05,3.60497312,2.730084432,-1158.5,2200.97,0.354731647,0.396203418,0.273018739,-0.000656781
2002-02-26,801.14,806.22,810.43,795.42,1.862333856,1,591105,18.95,19.58620169,810.43,791.48,32.91330265,15.60975748,35.66045737,27.18914624,2.54995581,2.371352477,745.7719309,0.379903417,-721.5233126,-767.3296667,-813.1360207,-0.882046706,64.85425622,0.898547559,0.899892699,0.878617101,-230.38,100,40,60,110.2056838,15587281.93,-0.024405873,2.177460011,3.144200969,-1032.36,2220.21,0.355713491,0.392347235,0.294892601,0.012131103
2002-02-27,822.11,800.7,822.11,800.7,-0.054921737,-1,695057,21.41,19.71647299,822.11,800.7,34.5918345,14.39900446,41.21756325,28.19117603,2.793261455,2.455734273,752.2377378,0.359368183,-719.0807952,-769.3218333,-819.5628715,-0.954324808,69.34526194,1,0.924109765,0.904994701,-208.97,100,35,65,133.6805301,16282338.93,0.033237458,2.612113827,1.053164115,-903.94,2257.7,0.359574622,0.389226033,0.366781784,0.025838493
2002-02-28,819.99,825.12,826.6,815.52,0.366131053,1,676071,11.08,19.09958207,826.6,815.52,34.83762325,13.80235353,43.24687452,29.26658307,2.926248658,2.54983715,760.6224093,0.359117243,-716.4599022,-771.334,-826.2080978,-0.949841868,68.39376047,0.936485058,0.945010872,0.923004445,-215.58,100,30,70,135.0205893,16151762.04,0.025808996,1.582339725,1.07964507,-948.27,2221.65,0.364832104,0.386902802,0.373496352,-0.002582061
2002-03-04,834.21,842.21,847.39,834.21,2.709789144,1,621760,27.4,19.69246906,847.39,819.99,38.91622783,12.43060184,51.58181363,30.86052811,3.136547779,2.667179276,769.859272,0.357834487,-712.2332214,-774.4638333,-836.6944453,-1.015337211,71.24392959,0.894441775,0.943642278,0.937587638,-201.36,100,25,75,159.0757463,15530002.04,-0.001238587,4.184463459,1.520975009,-907.61,2247.44,0.37231008,0.385513019,0.397999557,0.017193024
2002-03-05,841.95,847.86,847.86,834.95,1.636278635,1,762958,13.65,19.26086413,847.86,834.21,37.12055661,11.80135506,51.75431763,32.35294164,3.337906593,2.801324739,782.2641885,0.357750632,-711.2416314,-778.9688333,-846.6960352,-0.96227979,72.68764945,0.952844491,0.927923774,0.938858975,-193.62,100,20,80,148.7638615,15594419.09,0.031018884,0.102371952,1.541383699,-794.88,2311.38,0.381761487,0.38515573,0.391036907,0.009235461
2002-03-06,843.06,840.45,850.61,837.05,-0.178157848,-1,904901,13.56,18.85365955,850.61,837.05,36.2554167,11.19508256,52.81363639,33.81441984,3.463752827,2.933810357,794.0714345,0.357616178,-711.6198211,-783.5945,-855.5691789,-0.91666621,72.89779717,0.914399093,0.920561786,0.930709279,-187.61,100,15,85,140.0657919,15491650.1,0.046283008,0.363387818,1.861774115,-669.04,2378.1,0.392149441,0.385821798,0.381831634,0.0013175
2002-03-07,829.44,847.86,850.08,826.2,0.569354494,1,734594,23.88,19.21268387,850.08,826.2,33.03663776,14.23496955,39.77370198,34.24008285,3.385373392,3.024122964,805.3791476,0.341760144,-714.6094611,-787.9661667,-861.3228722,-0.822218896,66.17010317,0.738318912,0.868520832,0.905668798,-208.25,95,10,85,109.329761,14956393.17,0.046719798,-1.849691122,1.483204798,-545.81,2440.5,0.400938861,0.387261518,0.363329974,-0.016287356
2002-03-08,825.27,828.9,833.72,815.54,-0.065104167,-1,626575,18.18,19.13892073,833.72,815.54,30.79510938,17.24756013,28.19899349,33.80857647,3.243123866,3.067923144,814.4253181,0.341992283,-721.5860119,-792.4391667,-863.2923215,-0.728671304,64.21603835,0.686773795,0.7798306,0.856304406,-216.7,90,5,85,76.25563926,15000508.46,0.084476817,-3.919910625,0.984167574,-349.15,2519.38,0.40743437,0.389182742,0.380203698,-0.005040169
2002-03-11,827.02,828.22,830.38,818.43,0.357458771,1,541714,11.95,18.62542639,830.38,818.43,29.3838222,16.45713396,28.19899349,33.40789197,3.111060521,3.07655062,815.54,0.338571125,-730.4149408,-797.0583333,-863.7017259,-0.711711411,64.68733497,0.708405439,0.711166049,0.786505827,-208.11,85,0,85,68.75686564,15237593.33,0.060592312,-0.049634124,0.578100102,-177.57,2584.29,0.411883226,0.391344693,0.397690053,0.002118273
2002-03-12,846.03,824.48,846.03,824.48,-0.307126793,-1,651580,21.55,18.83432451,846.03,824.48,32.91756277,15.11213052,37.07171757,33.6695938,3.156571947,3.092554885,818.43,0.320242253,-738.1321869,-801.9401667,-865.7481464,-0.789199722,69.40178229,0.943386897,0.779522044,0.756839564,-186.56,80,10,70,92.29797743,15889173.33,0.104457888,3.588469566,0.734878942,10.69,2649.58,0.41653192,0.393743476,0.405080626,0.022725941
2002-03-13,849.13,841.93,854.48,839.48,-0.484616385,-1,593073,15,18.56044419,854.48,839.48,34.2692721,14.23976086,41.29027115,34.21392789,3.183844191,3.110812746,824.48,0.320213872,-749.2595098,-807.669,-866.0784902,-0.842646944,70.10274651,0.934740181,0.862177506,0.784288533,-176.91,100,5,95,104.7899541,16059187.59,0.143979242,2.965486542,0.774142577,45.13,2652.06,0.421149513,0.396353575,0.419224528,0.003657476
2002-03-14,856.86,846.64,856.86,829.05,-0.293241318,-1,686322,27.81,19.22112675,856.86,829.05,30.72767633,16.64408048,29.72994205,33.89364319,3.241084293,3.136867056,829.05,0.319239987,-763.2075348,-813.351,-863.4944652,-0.84141039,71.83537771,1,0.959375693,0.867025081,-149.1,100,0,100,98.35726505,16745509.59,0.154318635,-1.630943639,0.417111092,54.32,2629.64,0.426097492,0.399186329,0.443585781,0.009062249
2002-03-15,860.36,847.57,868.02,845.4,-1.084191116,-1,717113,22.62,19.46390341,868.02,845.4,32.27244047,15.26244197,35.7842444,34.02868613,3.279818546,3.165457354,829.05,0.318372927,-765.0700219,-817.0011667,-868.9323115,-0.894036181,72.60939333,0.905769467,0.946836549,0.922796583,-134.14,100,0,100,116.1630748,16976938.63,0.11565637,4.338759721,0.434255121,80.44,2610.95,0.431133164,0.402228885,0.491168956,0.004076362
2002-03-18,869.71,877.19,878.32,863.65,1.956157887,1,753887,17.96,19.35648173,878.32,860.36,33.93444177,14.25091864,40.84959199,34.5158937,3.359228902,3.204211663,839.1822,0.315467406,-766.340007,-821.2138333,-876.0876597,-0.949633003,74.61630767,0.896139928,0.933969798,0.946727347,-124.79,100,15,85,137.9977493,16845894.88,0.143504606,2.777793622,0.731524195,113.74,2609.19,0.436740705,0.405515725,0.510717882,0.010808916
2002-03-19,889.98,872.65,890.44,869.86,0.338043716,1,701779,20.73,19.45459018,890.44,869.71,35.80157007,13.1662626,46.22485055,35.35224776,3.571323475,3.277634026,850.140784,0.3110535,-766.7746593,-825.9073333,-885.0400073,-0.986358298,78.32421477,0.994874081,0.932261159,0.937689169,-104.52,100,10,90,155.8937388,17516301.83,0.182816565,2.687679455,0.989778822,200.4,2665.47,0.444491963,0.409227748,0.554465933,0.023039168
2002-03-20,887.48,895.33,903.79,882.1,0.601137104,1,760330,21.69,19.61426231,903.79,882.1,37.83530864,12.12628963,51.4575592,36.50262715,3.667955655,3.355698352,862.2305488,0.310431183,-768.4418937,-831.131,-893.8201063,-0.978490896,76.83349645,0.815226011,0.902080006,0.922770321,-120.83,100,5,95,157.6263,17133157.21,0.190481039,3.650040772,1.600860143,226.89,2705.09,0.452861621,0.413383355,0.57349355,-0.002813005
2002-03-21,885.64,875.61,891.56,875.61,-1.337494929,-1,648152,15.95,19.35252929,891.56,875.61,35.6079395,13.80781838,44.11572756,37.04642003,3.680892059,3.420737093,875.5295732,0.310831768,-775.2187513,-836.5588333,-897.8989153,-0.888906936,75.69164403,0.794334278,0.86814479,0.900828652,-126.75,95,0,95,130.8645853,17300173.18,0.18778694,-2.303348597,1.780478146,251.08,2749.65,0.460787664,0.417898051,0.589879676,-0.002075438
2002-03-22,895.98,890.32,908.4,883.26,0.528431417,1,664129,25.14,19.76592005,908.4,883.26,38.45850393,12.55339174,50.78249269,38.02756808,3.741919428,3.48497356,875.61,0.307801051,-780.7924671,-842.1928333,-903.5931996,-0.937189303,77.69750246,0.866250269,0.825270186,0.865164994,-114.03,100,0,100,147.7086052,17308098.35,0.151024363,4.635233516,2.301018995,335.55,2832.26,0.468874011,0.422752904,0.59293844,0.011607544
2002-03-25,879.41,901.43,903.77,879.41,0.608272506,1,576102,24.36,20.09406862,903.77,879.41,35.12827757,12.8349225,46.48012444,38.63132211,3.591141282,3.506207104,879.41,0.30276307,-788.5591007,-847.2686667,-905.9782326,-0.842885633,68.01210279,0.687809606,0.782798051,0.825404342,-138.39,95,0,95,111.5649425,16731996.35,0.061535404,-1.792849183,1.70309469,415.72,2896.36,0.474523403,0.427683428,0.54558146,-0.018666863
2002-03-26,881.03,872.57,884.18,872.57,-0.777794203,-1,465576,11.61,19.48806372,884.18,872.57,33.6334457,14.79578046,38.89730795,38.65032109,3.445980403,3.494161764,908.4,0.302803178,-796.8147529,-851.562,-906.3092471,-0.752962491,68.42649395,0.705255223,0.753105033,0.787057757,-129.93,90,0,90,77.75510147,16944934.21,0.091010485,-3.295405047,1.007440069,429.48,2939,0.477950622,0.43247078,0.431188674,0.001840449
2002-03-27,902.46,888.32,903.98,884.84,0.827440609,1,608038,22.95,19.73534488,903.98,881.03,38.00599378,13.56679198,47.38778687,39.27442579,3.488245081,3.492978427,908.4,0.305110772,-803.0336418,-856.3001667,-909.5666915,-0.8829156,73.34559389,0.936032737,0.776365855,0.770756313,-108.5,85,0,85,113.1406338,17456397.73,0.139593439,5.047544726,1.749494332,503.8,3032.53,0.481572006,0.437147087,0.520821236,0.02403269
2002-03-28,892.67,905.19,914.93,892.67,0.302506482,1,654127,22.26,19.91567739,914.93,892.67,38.89899658,12.48366542,51.40903592,40.14118366,3.389671812,3.472317104,872.57,0.304883546,-807.5767336,-860.556,-913.5352664,-0.873108224,68.12394317,0.769326425,0.803538128,0.777669672,-130.76,100,0,100,107.9149652,16802270.73,0.038949759,3.195425353,1.62245718,550.27,3099.75,0.483671998,0.441578031,0.526940831,-0.010907396
2002-03-29,895.58,902.05,906.25,893.18,1.050780244,1,454918,13.58,19.46312901,906.25,892.67,36.96035523,11.86150669,51.40903592,40.94603025,3.298993988,3.437652481,872.57,0.297122014,-812.3381266,-864.4376667,-916.5372067,-0.825329168,68.83418662,0.786069652,0.830476271,0.803460085,-127.85,95,0,95,92.9274377,16514422.84,0.027625768,-1.173638985,1.183409112,456.28,3071.52,0.48444801,0.445660886,0.535639637,0.003254581
2002-04-01,875.83,900.47,900.47,874.9,0.546014873,1,489778,25.57,19.89933408,900.47,874.9,33.5680081,17.33441516,31.89159161,40.29928463,3.010027697,3.352127524,874.2644,0.289910936,-815.3621406,-866.6941667,-918.0261927,-0.665970136,59.19412057,0.544713554,0.700036543,0.778016981,-152.49,90,20,70,47.79553134,16060272.03,0.040803665,-6.280541388,0.18694013,456,3073.87,0.481599192,0.449083582,0.510281209,-0.022299545
2002-04-02,905.34,878.9,905.34,871.45,0.350524645,1,506168,33.89,20.89866736,905.34,871.45,31.34428533,15.32655189,34.3206473,39.87223911,3.016948849,3.285091789,914.93,0.29664482,-818.0239405,-869.317,-920.6100595,-0.741030011,66.69866399,0.888332557,0.739705254,0.756739356,-118.6,85,15,70,70.58334332,16566440.03,0.076303628,0.475373789,-0.165800646,554.2,3123.42,0.478938552,0.451926912,0.435661152,0.033138556
2002-04-03,918.59,899.98,919.89,898.28,-0.592042768,-1,547821,21.61,20.94947683,919.89,898.28,33.99573236,14.19728133,41.0815791,39.95862054,3.105397096,3.24915285,871.45,0.293321552,-819.6476386,-872.751,-925.8543614,-0.871938162,69.41820641,0.982547993,0.805198035,0.748313277,-98.29,100,10,90,112.5287952,17048350.12,0.1257251,8.161623961,0.996974082,682.53,3205.13,0.477455418,0.454358199,0.466065339,0.014529322
2002-04-04,918.01,912.94,920.87,908.82,-0.615073101,-1,500372,12.05,20.31379992,920.87,908.82,32.89989541,13.59572953,41.51824158,40.07002204,3.1312782,3.22557792,871.45,0.293429271,-823.4374082,-876.784,-930.1305918,-0.866621359,69.15198949,0.950017476,0.940299342,0.828400877,-101.15,100,5,95,116.029212,17311201.14,0.193850381,1.387127977,0.636073467,896.7,3317.08,0.47633723,0.45645144,0.472650876,-0.000631602
2002-04-08,900.69,920.83,926.23,900.24,0.307186196,1,556228,25.99,20.71924278,926.23,900.24,29.95208953,15.33547523,32.27511653,39.51324307,2.959259613,3.172314259,873.4268,0.29214991,-831.5613025,-880.9945,-930.4276975,-0.783805567,61.55984655,0.546922122,0.826495864,0.85733108,-126.69,100,0,100,93.62080274,16774234.6,0.14686559,-0.752279641,0.751692305,1073.52,3394.01,0.473186912,0.458045294,0.411052392,-0.019047148
2002-04-09,888.67,903.79,905.26,884.43,0.344180573,1,656988,20.83,20.72715401,905.26,884.43,27.80203891,19.6829884,17.09812749,37.91216339,2.683040005,3.074459408,876.594992,0.291332027,-841.884936,-884.37,-926.855064,-0.599054419,56.89164646,0.314348302,0.603762633,0.790185946,-143.28,95,0,95,33.79780214,16384709.78,0.094083924,-5.830604212,0.470003509,1165.91,3433.44,0.466899792,0.45888858,0.342254157,-0.013435173
2002-04-10,856.03,882.08,882.08,855.47,-0.741557609,-1,562308,33.2,21.61807158,888.67,855.47,24.75225025,27.09254578,4.514041342,35.52658324,2.143347085,2.888236944,926.23,0.294653399,-847.4092246,-885.654,-923.8987754,-0.22378798,46.56533867,0.007914076,0.289728167,0.573328888,-175.92,90,0,90,-92.72718761,15846069.01,-0.003561396,-12.33705905,-1.461619133,1257.15,3458.12,0.454581835,0.458478414,0.328929811,-0.037420541
2002-04-11,862.86,858.22,873.25,853.18,0.255832155,1,726329,20.07,21.50749504,873.25,853.18,23.10240127,26.04723778,5.991573001,33.41693965,1.757180179,2.662025591,926.23,0.294730982,-850.7321792,-886.424,-922.1158208,-0.173211777,48.66507486,0.132511978,0.151591452,0.348360751,-166.24,85,5,80,-108.4291241,15820374.27,-0.019516529,-1.5363451,-1.987371405,1226.72,3446.93,0.438508791,0.456576545,0.306499819,0.007947031
2002-04-12,875.69,855.04,875.72,854.12,-0.90628839,-1,802883,21.6,21.51410254,875.72,854.12,22.26570136,24.17929247,4.120123505,31.32430993,1.550600913,2.439740655,923.308,0.2928165,-855.3437495,-887.47,-919.5962505,-0.204914211,52.44536522,0.308145106,0.14952372,0.19694778,-144.67,80,0,80,-95.81564585,16621027.04,-0.01007709,0.458696971,-1.806000744,1148.06,3405.76,0.421084845,0.453196383,0.307905503,0.014759694
2002-04-15,894.28,879.04,897.1,877.99,0.382555471,1,942711,21.41,21.50666664,897.1,875.69,27.78323082,22.45996296,10.59500294,29.84364514,1.53923135,2.259638794,920.50288,0.284077199,-859.9348639,-889.0631667,-918.1914695,-0.512476411,57.34657764,0.562628337,0.334428474,0.211847882,-126.08,75,0,75,4.153742774,17285512.5,0.024531607,4.586387026,-0.598564253,1182.44,3404.09,0.404711442,0.448578769,0.297263721,0.021006778
2002-04-16,901.29,896.41,904.61,891,0.238180436,1,741695,13.61,20.94261902,904.61,891,29.05497184,21.41738598,15.13221532,28.79282873,1.575522501,2.122815536,917.8099648,0.282508767,-862.3493381,-890.4835,-918.6176619,-0.65076274,59.06006587,0.658590007,0.509787817,0.33124667,-115.79,70,85,-15,51.31601963,17665351.89,0.065209999,1.882695717,-0.44219515,1108.16,3355.6,0.389904128,0.442990708,0.291780008,0.007808145
2002-04-17,930.51,919.47,932.67,918.67,2.017108811,1,775594,31.38,21.68814624,932.67,901.29,35.29358375,19.20393996,29.52362363,28.84502836,1.847049608,2.06766235,853.18,0.288504843,-860.5331729,-892.6763333,-924.8194937,-1.038326032,65.31491554,0.972826771,0.731348371,0.525188221,-86.57,100,80,20,188.7271944,18201619.74,0.05421713,5.029822304,-0.790173112,1001.78,3313.16,0.379320618,0.43692689,0.313746534,0.031905753
2002-04-18,937.61,926.69,941.74,925.06,-0.41052756,-1,884764,16.68,21.3304215,941.74,925.06,36.35947597,18.1312878,33.45188598,29.17408962,2.098597313,2.073849343,853.18,0.287508449,-857.8663095,-894.8603333,-931.8543572,-1.039857467,66.64828567,0.95336495,0.861593909,0.700910032,-74.02,100,75,25,188.779923,18648245.21,0.118693762,1.457297087,-0.782376544,900.05,3278.15,0.372485357,0.430789601,0.326841234,0.007601261
2002-04-19,923.94,936.89,941.46,922.18,-0.07679099,-1,851676,19.28,21.18396283,941.46,922.18,33.99579203,17.92368052,30.95584512,29.30135787,2.147852121,2.088649898,856.7224,0.289883407,-857.5881918,-897.1065,-936.6248082,-0.905974278,61.72805561,0.799006323,0.908399348,0.833780543,-91.54,95,70,25,140.8044432,17952061.93,0.050268233,-0.357675924,-0.738531687,811.18,3251.68,0.366805196,0.424695848,0.261447984,-0.01468695
2002-04-22,920.89,930.1,943.54,912.54,0.66670996,1,804784,31,21.88510834,943.54,912.54,30.55617476,19.25650431,22.68432587,28.82871273,2.133854974,2.097690914,860.123104,0.290078822,-857.176114,-898.5953333,-940.0145527,-0.826676043,60.65218782,0.749335989,0.833902421,0.867965226,-114.19,100,65,35,108.7835946,17580822.86,0.020804594,-1.456042864,-0.252469315,720,3239.38,0.361461606,0.41867354,0.264656616,-0.003306541
2002-04-23,925.7,918.06,927.1,909.07,-0.307311405,-1,803274,18.03,21.60974346,927.1,909.07,28.73514491,19.25586052,19.75221046,28.18039114,2.140042628,2.106161256,865.1281178,0.286666357,-858.0936448,-900.25,-942.4063552,-0.741640119,61.78343593,0.802567508,0.783636607,0.841979459,-97.56,95,60,35,78.61598817,18259351.03,0.114528421,-2.234463583,0.870041293,651.11,3235.4,0.356661345,0.412767616,0.242775943,0.005209614
2002-04-24,915.69,921.75,927.15,906.01,-0.426704116,-1,745379,21.14,21.57619035,927.15,906.01,26.72412869,18.92126917,17.09451528,27.38854286,2.031865417,2.091302088,869.8328307,0.286108752,-860.5470027,-902.1011667,-943.6553306,-0.670646757,58.04349683,0.691788402,0.7478973,0.788478776,-109.02,90,55,35,54.92509144,18196589.7,0.091926459,-0.426839232,0.993319723,552.07,3201.65,0.351027597,0.406887615,0.241139783,-0.010872329
2002-04-25,872.58,898.44,903.4,872.58,-1.883825312,-1,615701,43.11,23.11431961,915.69,872.58,23.16394482,26.7312209,7.149542499,25.94289998,1.544635628,1.981968796,872.58,0.302873871,-859.0358798,-901.3891667,-943.7424535,-0.281175976,45.31989664,0.214696768,0.569684226,0.700406044,-152.13,85,50,35,-69.20971855,17580888.7,0.009137959,-14.31122899,-0.647783162,481.62,3133.68,0.340214026,0.400537749,0.215865792,-0.048223539
2002-04-26,869.65,871.54,878.32,864.06,-0.119186779,-1,648922,14.26,22.48186821,878.32,864.06,22.11447099,28.22707012,12.14225666,24.95713974,1.118421288,1.809259295,943.54,0.302879148,-855.4948191,-899.9185,-944.3421809,-0.170875615,44.60423649,0.182270916,0.362918696,0.56016674,-160.8,80,45,35,-101.6487631,17440728.83,0.046882388,-3.691784221,-1.567579967,434.65,3064.29,0.325296368,0.393371903,0.219596231,-0.003363509
2002-04-29,838.51,848.52,863.1,833.42,-2.429713103,-1,584423,36.23,23.46387763,869.65,833.42,19.67544141,34.44128246,27.28517175,25.12342774,0.492372321,1.5458819,943.54,0.312758415,-846.7792598,-897.2521667,-947.7250736,0.017526827,37.77651914,0.046222303,0.147729996,0.360110973,-191.94,75,100,-25,-160.1329277,17056758.19,0.039448888,-11.64503108,-3.070660723,351.37,2962.32,0.304330179,0.384891739,0.259173052,-0.036464325
